validated,Measurement System,Domain,Item ID,Stem,Context,DataType,Responses,Inst,hcp_variable,action_requested,requested_python,specialty_code,hcp_variable_upload,nda_structure,nda_element,template,inst_short,Source,description,valueRange,notes
,,,,,,,,NIH Toolbox 2-Minute Walk Endurance Test Age 3+ v2.0,respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,tlbx_motor01,comqother,,2-Minute_Walk,,Respondent - Other (text),,
,,,,,,,,NIH Toolbox 2-Minute Walk Endurance Test Age 3+ v2.0,ItmCnt,,"studydata['wcst_ni']=studydata.ItmCnt.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,wcst_ni,tlbx_motor01,wcst_ni,2-Minute_Walk.tlbx_motor01_template,2-Minute_Walk,HCPD HCPA,Number of Items,,
,,,,,,,,NIH Toolbox 2-Minute Walk Endurance Test Age 3+ v2.0,Language,,studydata['interview_language']=studydata['Language'],,interview_language,tlbx_motor01,interview_language,2-Minute_Walk.tlbx_motor01_template,2-Minute_Walk,HCPD HCPA,Language Used in the Interview,,
,,,,,,,,NIH Toolbox 2-Minute Walk Endurance Test Age 3+ v2.0,National_Percentile__age_adjusted_,,"studydata['twomin_pctl']=studydata.National_Percentile__age_adjusted_.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,twomin_pctl,tlbx_motor01,twomin_pctl,2-Minute_Walk.tlbx_motor01_template,2-Minute_Walk,HCPD HCPA,2-Minute Walk Endurance Test National Percentile (age adjusted),0::100,
,,,,,,,,NIH Toolbox 2-Minute Walk Endurance Test Age 3+ v2.0,RawScore,Please rename this column 'raw_wet' to avoid a naming conflict.,"studydata['raw_wet']=studydata.RawScore.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,raw_wet,tlbx_motor01,raw_wet,2-Minute_Walk.tlbx_motor01_template,2-Minute_Walk,HCPD HCPA,2-Minute Walk Endurance Test,,
,,,,,,,,NIH Toolbox 2-Minute Walk Endurance Test Age 3+ v2.0,Uncorrected_Standard_Score,,studydata['end_2m_standardsc']=studydata['Uncorrected_Standard_Score'],,end_2m_standardsc,tlbx_motor01,end_2m_standardsc,2-Minute_Walk.tlbx_motor01_template,2-Minute_Walk,HCPD HCPA,Endurance -Normative Standard Score,,
,NIH Toolbox,Motor,LO4MT1,Trial 1 Time,,string,"1=&#160;
",NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,lo4mt1,,,,lo4mt1,tlbx_motor01,lo4mt1,4-Meter_Walk.tlbx_motor01_template,4-Meter_Walk,HCPD HCPA,Locomotion - 4 meter walk - Trial 1 (Usual Pace) Time,,
,NIH Toolbox,Motor,LO4MT2,Trial 2 Time,,string,"1=&#160;
",NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,lo4mt2,,,,lo4mt2,tlbx_motor01,lo4mt2,4-Meter_Walk.tlbx_motor01_template,4-Meter_Walk,HCPD HCPA,Locomotion - 4 meter walk - Trial 2 (Fast Pace) Time,,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,tlbx_motor01,version_form,,4-Meter_Walk,,Form used/assessment name,,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,tlbx_motor01,fneproc,,4-Meter_Walk,,name of trial procedure being run,,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,tlbx_motor01,comqother,,4-Meter_Walk,,Respondent - Other (text),,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,Computed_Score,,studydata['loco_comscore']=studydata['Computed_Score'],,loco_comscore,tlbx_motor01,loco_comscore,4-Meter_Walk.tlbx_motor01_template,4-Meter_Walk,HCPD HCPA,Locomotion - 4 meter walk - Computed Score,,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,ItmCnt,,"studydata['wcst_ni']=studydata.ItmCnt.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,wcst_ni,tlbx_motor01,wcst_ni,4-Meter_Walk.tlbx_motor01_template,4-Meter_Walk,HCPD HCPA,Number of Items,,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,Language,,studydata['interview_language']=studydata['Language'],,interview_language,tlbx_motor01,interview_language,4-Meter_Walk.tlbx_motor01_template,4-Meter_Walk,HCPD HCPA,Language Used in the Interview,,
,,,,,,,,NIH Toolbox 4-Meter Walk Gait Speed Test Age 7+ v2.0,RawScore,Please rename this column 'loco_rawscore' to avoid a naming conflict.,studydata['loco_rawscore']=studydata['RawScore'],,loco_rawscore,tlbx_motor01,loco_rawscore,4-Meter_Walk.tlbx_motor01_template,4-Meter_Walk,HCPD HCPA,Locomotion - 4 meter walk - Raw Score,,
,NIH Toolbox,Motor,DX9HDominantTime,DX9HDT1,Dominant Hand Time,string,"1=&#160;
",NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,dx9hdominanttime,,,,dx9hdominanttime,tlbx_motor01,dx9hdominanttime,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,9-Hole Pegboard Dexterity Test: Dominant Hand - time to completion,,"Time is in seconds, to the hundredth of a second"
,NIH Toolbox,Motor,DX9HNonDominantTime,DX9HNDT1,Non-Dominant Hand Time,string,"1=&#160;
",NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,dx9hnondominanttime,,,,dx9hnondominanttime,tlbx_motor01,dx9hnondominanttime,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,9-Hole Pegboard Dexterity Test: Non-Dominant Hand - time to completion,,"Time is in seconds, to the hundredth of a second"
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Age_Corrected_Standard_Scores_Dominant,,studydata['nih_tlbx_agecsc_dominant']=studydata['Age_Corrected_Standard_Scores_Dominant'],,nih_tlbx_agecsc_dominant,tlbx_motor01,nih_tlbx_agecsc_dominant,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Age-Corrected Standard Scores Dominant,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Age_Corrected_Standard_Scores_Non_Dominant,,studydata['nih_tlbx_agecsc_nondom']=studydata['Age_Corrected_Standard_Scores_Non_Dominant'],,nih_tlbx_agecsc_nondom,tlbx_motor01,nih_tlbx_agecsc_nondom,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Age-Corrected Standard Scores Non-Dominant,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,tlbx_motor01,version_form,,9-Hole_Pegboard,,Form used/assessment name,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,tlbx_motor01,fneproc,,9-Hole_Pegboard,,name of trial procedure being run,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,tlbx_motor01,comqother,,9-Hole_Pegboard,,Respondent - Other (text),,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Dominant_Score,,studydata['nih_tlbx_domsc']=studydata['Dominant_Score'],,nih_tlbx_domsc,tlbx_motor01,nih_tlbx_domsc,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Dominant Score,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,ItmCnt,,"studydata['wcst_ni']=studydata.ItmCnt.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,wcst_ni,tlbx_motor01,wcst_ni,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Number of Items,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Language,,studydata['interview_language']=studydata['Language'],,interview_language,tlbx_motor01,interview_language,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Language Used in the Interview,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,National_Percentile__age_adjusted__Dominant,Please rename this column 'ninehole_pctl_dom' to avoid a naming conflict.,"studydata['ninehole_pctl_dom']=studydata['National_Percentile__age_adjusted__Dominant'].round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,ninehole_pctl_dom,tlbx_motor01,ninehole_pctl_dom,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,9-Hole Pegboard Dexterity Test National Percentile (age adjusted) Dominant hand,0::100,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,National_Percentile__age_adjusted__Non_Dominant,Please rename this column 'ninehole_pctl_nondom' to avoid a naming conflict.,"studydata['ninehole_pctl_nondom']=studydata['National_Percentile__age_adjusted__Non_Dominant'].round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,ninehole_pctl_nondom,tlbx_motor01,ninehole_pctl_nondom,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,9-Hole Pegboard Dexterity Test National Percentile (age adjusted) Non-Dominant hand,0::100,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Non_Dominant_Score,,studydata['nih_tlbx_nondomsc']=studydata['Non_Dominant_Score'],,nih_tlbx_nondomsc,tlbx_motor01,nih_tlbx_nondomsc,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Non-Dominant Score,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Uncorrected_Standard_Scores_Dominant,,studydata['grip_standardsc_dom']=studydata['Uncorrected_Standard_Scores_Dominant'],,grip_standardsc_dom,tlbx_motor01,grip_standardsc_dom,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,9-Hole Grip Strength Dominant Hand Normative Standard Score,,
,,,,,,,,NIH Toolbox 9-Hole Pegboard Dexterity Test Age 3+ v2.0,Uncorrected_Standard_Scores_Non_Dominant,,studydata['nih_tlbx_standardsc_nondom']=studydata.Uncorrected_Standard_Scores_Non_Dominant,,nih_tlbx_standardsc_nondom,tlbx_motor01,nih_tlbx_standardsc_nondom,9-Hole_Pegboard.tlbx_motor01_template,9-Hole_Pegboard,HCPD HCPA,Uncorrected Standard Scores Non-Dominant,,
,NIH Toolbox,Emotion,PedRepAng13,In the past 7 days:,I felt mad.,integer,"1=Never
2=Almost Never
3=Sometimes
4=Often
5=Almost Always
",NIH Toolbox Anger FF Ages 8-17 v2.0,pedrepang13,,"studydata['pedrepang13']=studydata['pedrepang13'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedrepang13,prang01,pedrepang13,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,"In the past 7 days, I felt mad",1::5,1 = Never; 2 = Almost never; 3 = Sometimes; 4 = Often; 5 = Almost Always
,NIH Toolbox,Emotion,PedRepAng14,In the past 7 days:,I was so angry I felt like yelling at somebody.,integer,"1=Never
2=Almost Never
3=Sometimes
4=Often
5=Almost Always
",NIH Toolbox Anger FF Ages 8-17 v2.0,pedrepang14,,"studydata['pedrepang14']=studydata['pedrepang14'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedrepang14,prang01,pedrepang14,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,"In the past 7 days, I was so angry I felt like yelling at somebody",1::5,1 = Never; 2 = Almost never; 3 = Sometimes; 4 = Often; 5 = Almost Always
,NIH Toolbox,Emotion,PedRepAng16,In the past 7 days:,I felt fed up.,integer,"1=Never
2=Almost Never
3=Sometimes
4=Often
5=Almost Always
",NIH Toolbox Anger FF Ages 8-17 v2.0,pedrepang16,,"studydata['pedrepang16']=studydata['pedrepang16'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedrepang16,prang01,pedrepang16,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,"In the past 7 days, I felt fed up",1::5,1 = Never; 2 = Almost never; 3 = Sometimes; 4 = Often; 5 = Almost Always
,NIH Toolbox,Emotion,PedRepAng17,In the past 7 days:,I was so angry I felt like throwing something.,integer,"1=Never
2=Almost Never
3=Sometimes
4=Often
5=Almost Always
",NIH Toolbox Anger FF Ages 8-17 v2.0,pedrepang17,,"studydata['pedrepang17']=studydata['pedrepang17'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedrepang17,prang01,pedrepang17,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,"In the past 7 days, I was so angry I felt like throwing something",1::5,1 = Never; 2 = Almost never; 3 = Sometimes; 4 = Often; 5 = Almost Always
,NIH Toolbox,Emotion,PedRepAng18,In the past 7 days:,I felt upset.,integer,"1=Never
2=Almost Never
3=Sometimes
4=Often
5=Almost Always
",NIH Toolbox Anger FF Ages 8-17 v2.0,pedrepang18,,"studydata['pedrepang18']=studydata['pedrepang18'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedrepang18,prang01,pedrepang18,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,"In the past 7 days, I felt upset",1::5,1 = Never; 2 = Almost never; 3 = Sometimes; 4 = Often; 5 = Almost Always
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,Inst,rename to version_form,studydata['version_form']=studydata['Inst'],,version_form,prang01,version_form,,Anger_8-17,,Form used/assessment name,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,Assessment_Name,"strip 'Assessment' from text, and rename to fneproc","studydata['fneproc']=studydata['Assessment_Name'].str.replace('Assessment ','')",,fneproc,prang01,fneproc,,Anger_8-17,,name of trial procedure being run,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,respondent,rename to comqother,studydata['comqother']=studydata['respondent'],,comqother,prang01,comqother,,Anger_8-17,,Respondent - Other (text),,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,Fully_Corrected_T_score,,"studydata['fully_corrected_t_score']=studydata.Fully_Corrected_T_score.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,fully_corrected_t_score,prang01,fully_corrected_t_score,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Anger: Fully Corrected T-score,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,ItmCnt,,"studydata['wcst_ni']=studydata.ItmCnt.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,wcst_ni,prang01,wcst_ni,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Number of Items,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,Language,,studydata['interview_language']=studydata['Language'],,interview_language,prang01,interview_language,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Language Used in the Interview,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,RawScore,,"studydata['anger_rs']=studydata.RawScore.round().fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,anger_rs,prang01,anger_rs,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Anger raw score,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,SE,,studydata['anger_se']=studydata['SE'],,anger_se,prang01,anger_se,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Anger standard error,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,Theta,,studydata['anger_theta']=studydata['Theta'],,anger_theta,prang01,anger_theta,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Anger theta,,
,,,,,,,,NIH Toolbox Anger FF Ages 8-17 v2.0,TScore,,studydata['anger_ts']=studydata['TScore'],,anger_ts,prang01,anger_ts,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,Anger T score,,
,NIH Toolbox,Emotion,PedProxAng20,"Choose the answer that best describes your child, or shows how your child usually feels.",My child feels angry.,integer,"1=Almost never
2=Sometimes
3=Often
4=Almost always
",NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,pedproxang20,,"studydata['pedproxang20']=studydata['pedproxang20'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedproxang20,prang01,pedproxang20,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels angry.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
,NIH Toolbox,Emotion,PedProxAng31,"Choose the answer that best describes your child, or shows how your child usually feels.",My child gets in a bad mood easily.,integer,"1=Almost never
2=Sometimes
3=Often
4=Almost always
",NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,pedproxang31,,"studydata['pedproxang31']=studydata['pedproxang31'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedproxang31,prang01,pedproxang31,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,"Choose the answer that best describes your child, or shows how your child usually feels. My child gets in a bad mood easily.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
,NIH Toolbox,Emotion,PedProxAng21,"Choose the answer that best describes your child, or shows how your child usually feels.",My child feels like yelling at someone.,integer,"1=Almost never
2=Sometimes
3=Often
4=Almost always
",NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,pedproxang21,,"studydata['pedproxang21']=studydata['pedproxang21'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedproxang21,prang01,pedproxang21,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels like yelling at someone.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
,NIH Toolbox,Emotion,PedProxAng23,"Choose the answer that best describes your child, or shows how your child usually feels.",My child gets very impatient if he/she has to wait for something.,integer,"1=Almost never
2=Sometimes
3=Often
4=Almost always
",NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,pedproxang23,,"studydata['pedproxang23']=studydata['pedproxang23'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedproxang23,prang01,pedproxang23,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,"Choose the answer that best describes your child, or shows how your child usually feels. My child gets very impatient if he/she has to wait for something.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
,NIH Toolbox,Emotion,PedProxAng24,"Choose the answer that best describes your child, or shows how your child usually feels.",My child loses his/her temper easily.,integer,"1=Almost never
2=Sometimes
3=Often
4=Almost always
",NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,pedproxang24,,"studydata['pedproxang24']=studydata['pedproxang24'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedproxang24,prang01,pedproxang24,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,"Choose the answer that best describes your child, or shows how your child usually feels. My child loses his/her temper easily.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
,NIH Toolbox,Emotion,PedProxAng25,"Choose the answer that best describes your child, or shows how your child usually feels.",My child feels like breaking things.,integer,"1=Almost never
2=Sometimes
3=Often
4=Almost always
",NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,pedproxang25,,"studydata['pedproxang25']=studydata['pedproxang25'].fillna(-9999).astype(int).astype(str).str.replace('-9999','')",,pedproxang25,prang01,pedproxang25,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels like breaking things.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
