Inst,template,inst_short,Source,nda_structure,nda_element,hcp_variable,action_requested,hcp_variable_upload,specialty_code,requested_python,description,valueRange,notes
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent10,flanker_arrow_incongruent10,,flanker_arrow_incongruent10,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 10,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent13,flanker_arrow_incongruent13,,flanker_arrow_incongruent13,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 13,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent15,flanker_arrow_incongruent15,,flanker_arrow_incongruent15,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 15,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent17,flanker_arrow_incongruent17,,flanker_arrow_incongruent17,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 17,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent20,flanker_arrow_incongruent20,,flanker_arrow_incongruent20,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 20,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent3,flanker_arrow_incongruent3,,flanker_arrow_incongruent3,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 3,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent5,flanker_arrow_incongruent5,,flanker_arrow_incongruent5,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 5,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_incongruent7,flanker_arrow_incongruent7,,flanker_arrow_incongruent7,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Incongruent Item 7,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_prac1,flanker_arrow_prac1,,flanker_arrow_prac1,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Practice Item 1,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_prac2,flanker_arrow_prac2,,flanker_arrow_prac2,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Practice Item 2,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_prac3,flanker_arrow_prac3,,flanker_arrow_prac3,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Practice Item 3,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,flanker_arrow_prac4,flanker_arrow_prac4,,flanker_arrow_prac4,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Flanker Arrow Practice Item 4,0;1,0=Incorrect; 1=Correct
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,wcst_ni,ItmCnt,,ItmCnt,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,interview_language,Language,,Language,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Language Used in the Interview,,
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD,flanker01,nih_flanker_natperc,National_Percentile__age_adjusted_,,National_Percentile__age_adjusted_,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Age Adjusted National Percentile for Flanker subtest,0::100;999,
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,nih_flanker_raw,RawScore,,RawScore,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Flanker Raw Score,0::40;999,Raw score on Flanker subtest
NIH Toolbox Flanker Inhibitory Control and Attention Test Ages 8-11 v2.1,Flanker_8-11.flanker01_template.csv,Flanker_8-11,HCPD HCPA,flanker01,nih_flanker_unadjusted,Uncorrected_Standard_Score,,Uncorrected_Standard_Score,Data Dcitionary Published by the NIH Toolbox folks doesnt match IPAD outputneed to add special code,,Unadjusted scaled score for Flanker subtest,0::200;999,
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc230,soc230,,soc230,,,In the past month; please describe how often I get invited to go out and do things with other people.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc231,soc231,,soc231,,,In the past month; please describe how often I have friends I get together with to relax.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc232,soc232,,soc232,,,In the past month; please describe how often there are people around with whom to have fun.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc233,soc233,,soc233,,,In the past month; please describe how often I can find a friend when I need one.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc237,soc237,,soc237,,,In the past month; please describe how often I feel like I have lots of friends.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc239,soc239,,soc239,,,In the past month; please describe how often I have friends who will have lunch with me when I want.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc246,soc246,,soc246,,,In the past month; please describe how often I feel close to my friends.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,soc247,soc247,,soc247,,,In the past month; please describe hwo often I feel like I'm part of a group of friends.,1::5,1=Never; 2=Rarely; 3=Sometimes; 4=Usually; 5=Always
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox Friendship FF Age 18+ v2.0,Friendship_18+.tlbx_friend01_template.csv,Friendship_18,HCPD HCPA,tlbx_friend01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,primary_language,Language,,Language,,,Subject's Primary Language,,
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa045mr,pa045m,rename to prevent conflict,pa045mr,,studydata['pa045mr']=studydata.pa045m,"Indicate how much you agree or disagree: In most ways, my life is close to perfect",1::7,1=Strongly disagree; 2=Disagree; 3=Slightly Disagree; 4=Neither agree nor disagree; 5=Slightly Agree; 6=Agree; 7=Strongly Agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa046mr,pa046,rename to prevent conflict,pa046mr,,studydata['pa046mr']=studydata.pa046,"If I could live my life over, I would change almost nothing.",1::7,1=Strongly disagree; 2=Disagree; 3=Slightly Disagree; 4=Neither agree nor disagree; 5=Slightly Agree; 6=Agree; 7=Strongly Agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa047mr,pa047,rename to prevent conflict,pa047mr,,studydata['pa047mr']=studydata.pa047,I am satisfied with my life.,1::7,1=Strongly disagree; 2=Disagree; 3=Slightly Disagree; 4=Neither agree nor disagree; 5=Slightly Agree; 6=Agree; 7=Strongly Agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa048,pa048,,pa048,,,So far I have gotten the important things I want in life.,1::7,"1= Strongly disagree, 2= Disagree, 3= Slightly disagree, 4= Neither agree nor disagree, 5= Slightly agree, 6= Agree, 7= Strongly agree"
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa049mr,pa049m,rename to prevent conflict,pa049mr,,studydata['pa049mr']=studydata.pa049m,My life situation is excellent.,1::7,1=Strongly disagree; 2=Disagree; 3=Slightly Disagree; 4=Neither agree nor disagree; 5=Slightly Agree; 6=Agree; 7=Strongly Agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa066,pa066,,pa066,,,,,
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa067,pa067,,pa067,,,,,
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa069,pa069,,pa069,,,S. I wish I had a different kind of life. P.My child wishes he/she had a different kind of life.,1::5,1=strongly disagree; 5 or 7=strongly agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa070,pa070,,pa070,,,S. I have a good life. P.My child has a good life.,1::5,1=strongly disagree; 5 or 7=strongly agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,pa071,pa071,,pa071,,,S. I have what I want in life. P.My child has what he/she wants in life.,1::5,1=strongly disagree; 5 or 7=strongly agree
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox General Life Satisfaction CAT Age 18+ v2.0,General_Life_Satisfaction_18+.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_18,HCPD HCPA,tlbx_wellbeing01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,primary_language,Language,,Language,,,Subject's Primary Language,,
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,pa045m,pa045m,rename to prevent conflict,pa045mr,,studydata['pa045mr']=studydata.pa045m,"In most ways, my life is close to perfect.",1::5,"5= Strongly disagree, 4= Disagree, 3= Neither agree nor disagree, 2= Agree, 1= Strongly agree (reversed score item)"
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,pa046,pa046,rename to prevent conflict,pa046mr,,studydata['pa046mr']=studydata.pa046,"If I could live my life over, I would change almost nothing.",1::5,"1= Strongly disagree, 2= Disagree, 3= Neither agree nor disagree, 4= Agree, 5= Strongly agree"
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,pa047,pa047,rename to prevent conflict,pa047mr,,studydata['pa047mr']=studydata.pa047,I am satisfied with my life.,1::5,"1= Strongly disagree, 2= Disagree, 3= Neither agree nor disagree, 4= Agree, 5= Strongly agree"
NIH Toolbox General Life Satisfaction CAT Ages 13-17 v2.0,General_Life_Satisfaction_13-17.tlbx_wellbeing01_template.csv,General_Life_Satisfaction_13-17,HCPD,tlbx_wellbeing01,pa048,pa048,,pa048,,,So far I have gotten the important things I want in life.,1::7,"1= Strongly disagree, 2= Disagree, 3= Slightly disagree, 4= Neither agree nor disagree, 5= Slightly agree, 6= Agree, 7= Strongly agree"
