Inst,template,inst_short,nda_structure,nda_element,hcp_variable,action_request,hcp_variable_upload,specialty_code,requested_python
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat23,dccsmixed_shape_repeat23,,dccsmixed_shape_repeat23,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat24,dccsmixed_shape_repeat24,,dccsmixed_shape_repeat24,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat25,dccsmixed_shape_repeat25,,dccsmixed_shape_repeat25,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat26,dccsmixed_shape_repeat26,,dccsmixed_shape_repeat26,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat28,dccsmixed_shape_repeat28,,dccsmixed_shape_repeat28,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat29,dccsmixed_shape_repeat29,,dccsmixed_shape_repeat29,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat3,dccsmixed_shape_repeat3,,dccsmixed_shape_repeat3,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat4,dccsmixed_shape_repeat4,,dccsmixed_shape_repeat4,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat6,dccsmixed_shape_repeat6,,dccsmixed_shape_repeat6,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat7,dccsmixed_shape_repeat7,,dccsmixed_shape_repeat7,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,dccsmixed_shape_repeat8,dccsmixed_shape_repeat8,,dccsmixed_shape_repeat8,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,nih_dccs_raw,RawScore,,RawScore,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,interview_language,Language,,Language,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,nih_dccs_computed,Computed_Score,,Computed_Score,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,nih_dccs_unadjusted,Uncorrected_Standard_Score,,Uncorrected_Standard_Score,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,nih_dccs_ageadjusted,Age_Corrected_Standard_Score,,Age_Corrected_Standard_Score,,
NIH Toolbox Dimensional Change Card Sort Test Age 12+ v2.1,DCCS_12+_dccs01_template.csv,DCCS_12,dccs01,nih_dccs_natperc,National_Percentile__age_adjusted_,,National_Percentile__age_adjusted_,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_color_prac1,dccs_color_prac1,,dccs_color_prac1,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_color_prac2,dccs_color_prac2,,dccs_color_prac2,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_color_prac3,dccs_color_prac3,,dccs_color_prac3,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_color_prac4,dccs_color_prac4,,dccs_color_prac4,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_shape_prac1,dccs_shape_prac1,,dccs_shape_prac1,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_shape_prac2,dccs_shape_prac2,,dccs_shape_prac2,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_shape_prac3,dccs_shape_prac3,,dccs_shape_prac3,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccs_shape_prac4,dccs_shape_prac4,,dccs_shape_prac4,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch15,dccsmixed_color_switch15,,dccsmixed_color_switch15,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch18,dccsmixed_color_switch18,,dccsmixed_color_switch18,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch22,dccsmixed_color_switch22,,dccsmixed_color_switch22,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch27,dccsmixed_color_switch27,,dccsmixed_color_switch27,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch30,dccsmixed_color_switch30,,dccsmixed_color_switch30,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch5,dccsmixed_color_switch5,,dccsmixed_color_switch5,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_color_switch9,dccsmixed_color_switch9,,dccsmixed_color_switch9,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat1,dccsmixed_shape_repeat1,,dccsmixed_shape_repeat1,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat10,dccsmixed_shape_repeat10,,dccsmixed_shape_repeat10,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat11,dccsmixed_shape_repeat11,,dccsmixed_shape_repeat11,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat12,dccsmixed_shape_repeat12,,dccsmixed_shape_repeat12,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat13,dccsmixed_shape_repeat13,,dccsmixed_shape_repeat13,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat14,dccsmixed_shape_repeat14,,dccsmixed_shape_repeat14,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat16,dccsmixed_shape_repeat16,,dccsmixed_shape_repeat16,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat17,dccsmixed_shape_repeat17,,dccsmixed_shape_repeat17,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat19,dccsmixed_shape_repeat19,,dccsmixed_shape_repeat19,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat2,dccsmixed_shape_repeat2,,dccsmixed_shape_repeat2,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat20,dccsmixed_shape_repeat20,,dccsmixed_shape_repeat20,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat21,dccsmixed_shape_repeat21,,dccsmixed_shape_repeat21,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat23,dccsmixed_shape_repeat23,,dccsmixed_shape_repeat23,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat24,dccsmixed_shape_repeat24,,dccsmixed_shape_repeat24,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat25,dccsmixed_shape_repeat25,,dccsmixed_shape_repeat25,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat26,dccsmixed_shape_repeat26,,dccsmixed_shape_repeat26,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat28,dccsmixed_shape_repeat28,,dccsmixed_shape_repeat28,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat29,dccsmixed_shape_repeat29,,dccsmixed_shape_repeat29,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat3,dccsmixed_shape_repeat3,,dccsmixed_shape_repeat3,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat4,dccsmixed_shape_repeat4,,dccsmixed_shape_repeat4,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat6,dccsmixed_shape_repeat6,,dccsmixed_shape_repeat6,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat7,dccsmixed_shape_repeat7,,dccsmixed_shape_repeat7,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,dccsmixed_shape_repeat8,dccsmixed_shape_repeat8,,dccsmixed_shape_repeat8,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,nih_dccs_raw,RawScore,,RawScore,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,interview_language,Language,,Language,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,nih_dccs_computed,Computed_Score,,Computed_Score,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,nih_dccs_unadjusted,Uncorrected_Standard_Score,,Uncorrected_Standard_Score,,
NIH Toolbox Dimensional Change Card Sort Test Ages 8-11 v2.1,DCSS_8-11_dccs01_template.csv,DCCS_8-11,dccs01,nih_dccs_ageadjusted,Age_Corrected_Standard_Score,,Age_Corrected_Standard_Score,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc200,soc200,,soc200,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc203,soc203,,soc203,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc204,soc204,,soc204,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc205,soc205,,soc205,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc206,soc206,,soc206,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc207,soc207,,soc207,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc222,soc222,,soc222,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,soc229,soc229,,soc229,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,nih_tlbx_rawscore,RawScore,,RawScore,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,nih_tlbx_theta,Theta,,Theta,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,nih_tlbx_tscore,TScore,,TScore,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,nih_tlbx_se,SE,,SE,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Emotional Support FF Age 18+ v2.0,EmotionalSupport_18+_tlbx_emsup01_template.csv,EmotionalSupport18,tlbx_emsup01,interview_language,Language,,Language,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc200,soc200,,soc200,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc203,soc203,,soc203,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc205,soc205,,soc205,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc216,soc216,,soc216,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc222,soc222,,soc222,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc225,soc225,,soc225,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,soc226,soc226,,soc226,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,nih_tlbx_rawscore,RawScore,,RawScore,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,nih_tlbx_theta,Theta,,Theta,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,nih_tlbx_tscore,TScore,,TScore,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,nih_tlbx_se,SE,,SE,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,primary_language,Language,,Language,,
NIH Toolbox Emotional Support FF Ages 8-17 v2.0,EmotionalSupport_8-11_tlbx_emsup01_template.csv,EmotionalSupport8-17,tlbx_emsup01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx01,anxiety36,,anxiety36,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx02,anxiety37,,anxiety37,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx03,anxiety38,,anxiety38,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx05,anxiety39,,anxiety39,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx07,anxiety40,,anxiety40,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx08,anxiety41,,anxiety41,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx12,anxiety42,,anxiety42,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx13,anxiety43,,anxiety43,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx16,anxiety44,,anxiety44,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx18,anxiety45,,anxiety45,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx20,anxiety46,,anxiety46,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx21,anxiety47,,anxiety47,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx24,anxiety48,,anxiety48,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx26,anxiety49,,anxiety49,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx27,anxiety50,,anxiety50,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx30,anxiety51,,anxiety51,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx33,anxiety52,,anxiety52,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx37,anxiety53,,anxiety53,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx40,anxiety54,,anxiety54,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx41,anxiety55,,anxiety55,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx44,anxiety56,,anxiety56,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx46,anxiety57,,anxiety57,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx47,anxiety58,,anxiety58,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx48,anxiety59,,anxiety59,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx49,anxiety60,,anxiety60,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx51,anxiety61,,anxiety61,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx53,anxiety62,,anxiety62,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx54,anxiety63,,anxiety63,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,edanx55,anxiety64,,anxiety64,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,version_form,Assessment_Name,,Assessment_Name,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,anx_rs,RawScore,,RawScore,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,anx_theta,Theta,,Theta,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,anx_ts,TScore,,TScore,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,anx_se,SE,,SE,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,wcst_ni,ItmCnt,,ItmCnt,,
NIH Toolbox Fear-Affect CAT Age 18+ v2.0,Fear-Affect.preda01_template.csv,Fear-Affect,preda01,interview_language,Language,,Language,,
NIH Toolbox Fear-Somatic Arousal FF Age 18+ v2.0,Fear-Somatic.preda01_template.csv,Fear-Somatic,preda01,idas_56,anxiety13,,anxiety13,,
NIH Toolbox Fear-Somatic Arousal FF Age 18+ v2.0,Fear-Somatic.preda01_template.csv,Fear-Somatic,preda01,anxiety24,anxiety24,,anxiety24,,
NIH Toolbox Fear-Somatic Arousal FF Age 18+ v2.0,Fear-Somatic.preda01_template.csv,Fear-Somatic,preda01,idas_16,anxiety25,,anxiety25,,
NIH Toolbox Fear-Somatic Arousal FF Age 18+ v2.0,Fear-Somatic.preda01_template.csv,Fear-Somatic,preda01,anxiety28,anxiety28,,anxiety28,,
NIH Toolbox Fear-Somatic Arousal FF Age 18+ v2.0,Fear-Somatic.preda01_template.csv,Fear-Somatic,preda01,idas_45,anxiety31,,anxiety31,,
